id,name,host_id,PriceSeq,Price,ReviewSeq,ReviewScore,NBSeq
43747945,"MIT, Harvard. Sunny Bedroom, Full Private Bathroom",347407976,1,53.00,0,0,4
43748655,"MIT, Harvard. Top 2-room studio",347407976,1,85.00,0,0,4
43749528,"MIT Harvard Cherry Room, Private Bath 2nd Floor",347407976,1,54.00,5,100,4
43750288,"Harvard MIT 1st Floor Room, Private Basement Bath",347407976,1,53.00,5,100,9
43750993,"Harvard, MIT,BU-Flower Room Semiprivate Bath",347407976,1,46.00,0,0,9
43773648,"Harvard, MIT, BU-Small studio",347407976,1,56.00,4,90,9
43777157,"Harvard MIT BU -Private Entrance Semiprivate bath",347407976,1,56.00,5,100,9
43971202,"Decent 1bedroom close to Central square",24061028,1,61.00,0,0,12
44032605,"Cozy2bedroom in Central square area of Cambridge",24061028,2,135.00,2,67,11
44110709,"3 Bed 2 Bath Tourist House near Kendall Square",43450256,5,450.00,5,100,5
44155656,"Harvard & Central Square and Near Charles River",3011415,2,150.00,0,0,9
44208136,"51 Belmont Street",254174375,2,131.00,5,100,10
44277437,"Harvard, MIT, BU - 3rd floor One-bedroom Apartment",347407976,1,84.00,0,0,9
44298962,"Harvard / MIT / Block away to Charles River",21647935,3,200.00,0,0,9
44299616,"Near Harvard, MIT & Charles River",21647935,2,130.00,0,0,9
44319631,"Private room in Huron Village - front of house",4642626,1,50.00,0,0,13
44321809,"3BR Top-Floor Private Apt. Walk to Harvard Sq.",17028791,2,141.00,0,0,13
44378435,"4 Bed 2 Bath w/ Free Parking Near MIT/Kendall Sq",43450256,5,300.00,0,0,5
44465410,"3 Bed 2 Bath w/ Free Parking Near MIT & Kendall Sq",43450256,5,350.00,0,0,5
44643181,"Newly Renovated Private Bedroom A in Harvard",33989517,1,79.00,0,0,6
44711906,"Private 2BR & Yoga Room in North Cambridge",405341,3,167.00,5,99,8
44746390,"Live + Work + Stay + Easy | Studio in Cambridge",359229620,2,134.00,0,0,5
44810870,"Newly Renovated Private Bedroom B in Harvard",33989517,1,69.00,5,100,6
44952411,"2B AMAZING FLAT PRICE DROPPED FOR MONTHLY STAYS",81038,3,190.00,5,100,6
45034782,"3B *REDUCED*! HARVARD MIT LOCATION! SPOTLESS 1+BR",81038,3,181.00,5,100,6
45095072,"Venn | Harvard Square | Spacious Room",277913848,1,89.00,0,0,6
45144603,"Private bedroom close to Central Sq & BU",364585835,1,53.00,5,94,4
45155965,"Live + Work + Stay + Easy | 2BR in Cambridge",359229620,4,208.00,0,0,5
45155970,"Live + Work + Stay + Easy | Studio in Cambridge",359229620,2,129.00,0,0,5
45164940,"Penthouse Condo with Roof Deck",44939469,1,65.00,0,0,4
45180836,"Private bedroom close to MIT & BU",364585835,1,51.00,5,94,4
45180951,"Private bedroom close to MIT & Central Sq",364585835,1,48.00,5,95,4
45223284,"Live + Work + Stay + Easy | 2BR in Cambridge",359229620,4,210.00,0,0,5
45225613,"Sunny Historic Home By Harvard Square With W/D!",23983523,1,100.00,5,95,6
45234240,"Kendall Squares only LUXURY BOUTIQUE HOTEL",365311308,2,138.00,5,99,2
45313542,"Newly Renovated Private Bedroom C in Harvard",33989517,1,79.00,5,95,6
45440210,"Spacious Furnished 2BR in East Cambridge (MGH/MIT)",9324473,2,136.00,0,0,5
45472459,"Spacious & sunny in a top floor home by Harvard Sq",23983523,1,79.00,0,0,6
45518727,"Apartment with Sunshine close to MIT/Kendall Sq",88868429,1,100.00,5,100,12
45565590,"IMMEDIATE START 1BD/1BR Furnished Cambridge Apt.",2356643,1,90.00,0,0,3
45609348,"Penthouse Condo with RoofDeck",44939469,1,50.00,5,100,4
45609891,"Spacious apartment only minutes to Harvard Square",34301226,2,135.00,5,100,6
45732176,"Spacious One Bedroom Apartment in Cambridge",22541573,3,165.00,0,0,5
45732190,"Spacious One Bedroom in Kendall Square, walk to MIT",22541573,3,175.00,0,0,5
45738943,"1 bedroom with closet in a quiet apartment",369560040,1,70.00,1,40,8
45738974,"1 master bedroom in an aprt freshly painted .",369560040,1,70.00,1,30,8
45749812,"Cambridge Home, minutes away from MIT, Kendall",94398426,3,175.00,3,80,11
45753775,"Room in Kendall",94398426,1,85.00,5,100,4
45765398,"Spacious apt, 1400 sq ft - 2BR/1BA in Inman Square",1662428,2,126.00,4,90,12
45771642,"Live + Work + Stay + Easy | 1BR in Cambridge",359229620,3,161.00,0,0,5
45812304,"Entire apartment near shopping plaza and subway T",369560040,3,199.00,0,0,8
45878339,"Spacious East Cambridge Apartment with Yard - #1",9324473,2,140.00,5,100,5
45892257,"Quiet Harvard room in historic Cambridge",35726217,1,70.00,5,100,13
45928246,"Large room,  convenient to subway",369560040,1,70.00,0,0,8
45985790,"Stylish 3BR | Full Kitchen | Pool | Laundry | Gym",9419684,5,300.00,0,0,4
46007606,"Modern 2BR | Full Kitchen | Gym | Charles River",30283594,5,399.00,0,0,4
46020748,"Spacious+ Private 3 Bedroom | Furnished| Cambridge",30283594,4,250.00,0,0,4
46025200,"Live + Work + Stay + Easy | Studio in Cambridge",359229620,2,123.00,0,0,5
46068411,"Sunny, updated, top floor In A historic home!",23983523,1,90.00,3,80,6
46108993,"Best value & most Attractive Apt at Harvard square",373675137,3,153.00,5,96,13
46116706,"Two queen bed guestroom in luxury boutique hotel",365311308,2,144.00,5,100,2
46145328,"NO 1 Cambridge Deal 1 bath/1 Parking/Kitchen/1 BED",373675137,1,41.00,5,100,8
46171963,"Private bath and Private room with shared kitchen",373675137,1,33.00,0,0,8
46172169,"Romantic gem at heart of Harvard square",374060072,3,158.00,3,72,6
46226680,"Top value 1 bed 1 bath with parking at Cambridge",373675137,1,50.00,5,100,8
46244582,"Most attractive apt in harvard square",373675137,3,151.00,5,97,13
46266007,"Venn | Sun Bathed Harvard Room| Private Bath",277913848,1,89.00,0,0,6
46310414,"??????Artists 2BR Apt, Central Cambridge. Book Now!!! ??????",7848820,3,175.00,0,0,6
46331232,"TOP Cambridge 2bed APT 1parking&private entrance",373675137,1,85.00,5,100,8
46344417,"Charming 3 bed apt with porch at Harvard Square",373675137,2,148.00,5,100,13
46345380,"Best Quality Harvard Square serviced Corp Apt",373675137,2,116.00,4,87,13
46345955,"Best value 2 bed room apt in Cambridge close To T",373675137,1,84.00,5,93,8
46395614,"Private Room in Cambridge close to Kendall Square",373050156,1,66.00,0,0,5
46397159,"Private Room in Cambridge close to Kendall Square",373050156,1,80.00,0,0,5
46397326,"Private Room in Cambridge close to Kendall Square",373050156,1,100.00,0,0,5
46409412,"Sunny+Spacious Davis/PorterSq w Parking W/D Desks",4397550,4,229.00,0,0,8
46411283,"Live + Work + Stay + Easy | 2BR in Cambridge",359229620,3,190.00,0,0,5
46414504,"Cambridge Private Room close to Kendall Square",373050156,1,93.00,0,0,5
46414649,"Cambridge Private Room close to Kendall Square",373050156,1,93.00,0,0,5
46414967,"Cambridge Private Room close to Kendall Square",373050156,1,79.00,0,0,5
46434097,"Spacious Cambridge 2 bed apt free parking & Train",373675137,1,79.00,0,0,8
46468362,"Private Room in Central Square Cambridge",373050156,1,73.00,0,0,4
46468535,"Private Room in Cambridge, Great for Students!",373050156,1,80.00,0,0,4
46468649,"Beautiful Private Room in Central Square Cambridge",373050156,1,80.00,0,0,4
46468877,"Private Room in Central Square Cambridge",373050156,1,73.00,0,0,4
46471580,"Sweet Cambridge Home 2 bed APT close HARVARD & MIT",373675137,1,78.00,3,80,8
46510612,"Private Room in Cambridge, Great for Students!",373050156,1,86.00,0,0,4
46510755,"Private Room in Cambridge, Great for Students!",373050156,1,86.00,0,0,4
46549260,"Newly renovated Apt Close to Harvard/MIT",45011296,5,395.00,0,0,6
46574531,"HeartofHarvardSquareTOP quality  3 bedFreeParking",373675137,3,194.00,5,100,13
46601986,"Luxury 1 Bedroom Apartment Near MIT/Harvard",22541573,2,130.00,0,0,5
46602047,"1 Bedroom Walking Distance to MIT/Harvard, Cambridge Views",22541573,2,125.00,0,0,4
46659113,"Venn | Harvard sq | Room with Private Bath",277913848,2,129.00,5,100,6
46659757,"Venn | Harvard Square | Spacious Room",277913848,1,99.00,0,0,6
46660426,"Spacious Central Square Studio w/ Doorman, near T Stop, by Blueground(BOS311)",107434423,2,131.00,0,0,11
46660436,"Airy Central Square Studio w/Doorman, near Charles River, by Blueground(BOS312)",107434423,2,128.00,0,0,11
46660463,"Lux Central Square Studio w/ Gym, Doorman, W/D, Roof Deck, by Blueground(BOS313)",107434423,2,146.00,0,0,11
46660483,"Ample Central Square 1BR w/ Gym, Doorman, Roof Deck, by Blueground(BOS314)",107434423,3,159.00,0,0,11
46660507,"Cozy Central Square 1BR w/ Gym, Doorman, W/D, Roof Deck, by Blueground(BOS315)",107434423,3,184.00,0,0,11
46660533,"Roomy Central Square 2BR w/ Gym, W/D, Doorman, near T, by Blueground(BOS316)",107434423,4,245.00,0,0,11
46660913,"Venn | Harvard Square | Ocean Room",277913848,1,99.00,1,60,1
46711495,"Spacious bedroom Cambridge/ MIT/ HKS",377541652,1,34.00,5,100,9
46712324,"For Best 3 bed 1 bath 1 porch 1 parking harvard sq",373675137,2,135.00,5,92,13
46772818,"Pristine 3BR House w/Garden&Garage near Fresh Pond",18833118,5,675.00,0,0,13
46777895,"Comfortable 1 bed 1 bath 1 parking in Cambridge",373675137,1,49.00,3,80,8
46778268,"CambridgeBest2 bed 2 bath 1 kitchen apt 1 parking",373675137,1,65.00,5,100,8
46780054,"Private entrance, tranquil, minutes to Harvard/MIT",45011296,5,345.00,5,100,6
46816009,"***Cosy Bedroom - Kendall/Central Sq.",377541652,1,42.00,5,100,6
46819186,"Sunny Quiet 2 Bedroom near MIT, Harvard & BU",28692801,1,98.00,0,0,4
46819851,"Wonderful 2 bed 1 bath home in Harvard square",373675137,2,119.00,5,100,13
46820093,"Marvelous 4 bed 1 bath 1 free parking Harvard SQ",373675137,2,150.00,5,100,13
46872887,"Perfect 1 Bdr. MIT Near River Charming Smart Apt.",12166108,1,59.00,0,0,5
46903645,"Most popular 3 bed rooms in Harvard Sq",373675137,3,151.00,1,40,13
46938818,"Walk To Harvard",379297950,2,119.00,1,20,10
46956681,"Bright Cambridge 1BR w/ W/D, Elevator, near T & Shops, by Blueground(BOS317)",107434423,3,181.00,0,0,3
46956699,"Lovely Cambridge 1BR w/ W/D, Elevator, near Shops + Dining, by Blueground (BOS318)",107434423,3,156.00,0,0,7
46956721,"Airy Porter Square 2BR w/ W/D, Elevator, by Davis Station, by Blueground (BOS319)",107434423,4,221.00,0,0,8
46974546,"Two Rooms In  A Townhouse By Kendall Square!",23983523,1,90.00,0,0,5
47092360,"Modern Central Square 1BR w/ W/D, Doorman, near T, by Blueground(BOS 328)",107434423,3,165.00,0,0,11
47092385,"Gorgeous Central Square 1BR, close to Harvard, MIT, by Blueground(BOS329)",107434423,4,212.00,0,0,11
47092403,"Bright Central Square 2BR w/ W/D, Gym, near T & Harvard, by Blueground(BOS 330)",107434423,4,245.00,0,0,11
47120014,"Venn | Harvard Square | Fantastic Studio",277913848,2,125.00,0,0,6
47185202,"Live + Work + Stay + Easy | 2BR in Cambridge",359229620,3,189.00,0,0,5
47201231,"Charming one-bedroom in Harvard Square!",381224890,3,200.00,0,0,6
47223523,"Entire private studio suite in Harvard/MIT",45011296,5,295.00,4,90,6
47296747,"Central Square - Between Harvard & MIT",74045635,1,35.00,5,100,4
47500936,"The Ambiente@Cambridge",270651080,2,118.00,0,0,12
47538101,"SoloPrivate Space",270651080,1,85.00,5,100,11
47594896,"Live + Work + Stay + Easy | 1BR in Cambridge",359229620,2,133.00,0,0,5
47703691,"ENTIRE APT: Bright Sun Drenched Spot in Cambridge!",886226,1,85.00,5,93,12
47718562,"[Short/Long term Rental OK] Spacious Sunshine Room",56041851,1,48.00,0,0,4
47770402,"Best HARVARD SQ MONTHLY RENT DEAL FOR STUDENTS",373675137,2,145.00,0,0,13
47803310,"SUN-DRENCHED 3 BED/2 BATH with ROOFTOP DECK HAVEN",59247533,3,170.00,0,0,8
47988128,"One Bedroom in Harvard Square - Cambridge, MA",53516068,1,95.00,0,0,13
48030574,"Cambridge Central Square Apartment by Harvard, MIT",21061615,2,140.00,0,0,6
48088551,"1ST FL, Walking distance to Kendall Square and MIT",321190269,2,113.00,0,0,5
48107460,"I2 Private Room by Kendall Sq",218493228,1,46.00,5,100,12
48108594,"Private room next to MIT/Harvard 3",247533528,1,47.00,1,20,6
48121941,"A+ Heart of Harvard Square 3 bed Apt",373675137,2,101.00,0,0,13
48133037,"Live + Work + Stay + Easy | Studio in Cambridge",359229620,2,123.00,0,0,5
48157277,"Rice Street Studio",374663992,2,116.00,5,100,8
48183196,"Private Ensuite Close to MIT and Kendall Sq.",380148681,1,54.00,0,0,12
48233578,"Luxury ALL NEW apartment in Cambridge-STEAL!",192382892,2,128.00,0,0,12
48243005,"Best deal 1 bed 1 bath cambridge close to Harvard",373675137,1,55.00,0,0,8
48266384,"Cozy room in Cambridge next to Kendall, MIT, Inman",5938188,1,40.00,0,0,12
48268174,"BestValueMost Wonderful 3 Bed Room Apt in Boston",373675137,5,299.00,0,0,13
48285207,"Best student apartment Harvard square 3 bedroom",380623623,2,120.00,0,0,13
48287177,"Cozy room 5 min away from Kendall square,Cambridge",5938188,1,35.00,0,0,12
48317989,"Perfect location 2 mins from Central square!",192382892,1,45.00,0,0,11
48327218,"Central Square Luxury | Pet Friendly | Short stays",365116307,2,133.00,0,0,11
48328187,"New to Airbnb | Students Welcome | Central Square",365116307,2,150.00,0,0,11
48329124,"Luxury Pet-Friendly Loft with Laundry + Utilities",365116307,2,120.00,0,0,6
48335399,"Top harvard sq 3 bed room entire Apartment",373675137,2,120.00,0,0,13
48340105,"Walk to Harvard + MIT | Luxury Apt | Private Patio",365116307,3,170.00,0,0,11
48348843,"Incredible View | Pet-Friendly | Short + Long Term",365116307,2,115.00,0,0,4
48483259,"Live + Work + Stay + Easy | Studio in Cambridge",359229620,2,120.00,0,0,5
48506943,"Cute first-floor apartment close to Harvard Yard",9793577,2,120.00,0,0,9
48606573,"Spacious Room with Private Bath in Harvard/MIT",45011296,2,108.00,0,0,6
48611251,"Spacious 1BR unit with FREE meal near Harvard/MIT",93531659,1,98.00,0,0,12
48640925,"1st floor apartment quiet street nr Avon Hill 34-1",9793577,2,135.00,0,0,7
48643097,"2nd floor apartment on quiet street near Avon Hill",9793577,2,121.00,0,0,7
48676223,"Private Bedroom-4BR/2BA Home w/ Off-Street Parking",25654103,1,40.00,0,0,8
48676645,"Private Bedroom- 4BR Home w/ Off-Street Parking #2",25654103,1,40.00,0,0,8
48676813,"Private Bedroom- 4BR Home w/ Off-Street Parking #3",25654103,1,40.00,0,0,8
48676947,"Private Bedroom- 4BR Home w/ Off-Street Parking #4",25654103,1,54.00,0,0,8
48751068,"Live + Work + Stay + Easy | Studio in Cambridge",359229620,2,130.00,0,0,5
48811669,"Spacious, Sunny Room In Townhouse By Kendall Sq!",23983523,1,40.00,0,0,5
48821977,"Live + Work + Stay + Easy | 1BR in Cambridge",359229620,2,140.00,0,0,5
48826315,"Live + Work + Stay + Easy | 1BR in Cambridge",359229620,2,145.00,0,0,5
